************************************************************************
file with basedata            : mm55_.bas
initial value random generator: 1396876967
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  12
horizon                       :  84
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     10      0       24        7       24
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   0        1          3           1   2   3
   1        3          1           4
   2        3          3           4   5   9
   3        3          3           5   6   9
   4        3          1           7
   5        3          1          10
   6        3          2           7   8
   7        3          1          10
   8        3          1          11
   9        3          1          11
  10        3          1          11
  11        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  R 3  R 4  E(W 1)  E(W 2)
------------------------------------------------------------------------
  0      1     0       0    0    0    0     0       0
  1      1     1       9    5    8    2    14      10
  2      1     4       6    8    7    8    56      60
  3      1     1       5    3    7    9     8      16
  4      1     1       3    4    5    8     7      13
  5      1     6       8    6    6    6    84      72
  6      1     8      10    7    9    4    136      104
  7      1     8       4    4    4    5    64      72
  8      1     3       7    8    9    4    45      39
  9      1     3       6    3    9    9    27      54
 10      1     7       8    7    6    8    105      98
 11      1     0       0    0    0    0     0       0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2
   38   123
************************************************************************
RESOURCE LIMITS:
jobnr.  l(R 1)  u(R 1)  l(R 2)  u(R 2)
------------------------------------------------------------------------
  0        0       0       0       0
  1        8      14       5      10
  2        7      14       8      15
  3        5       8       9      16
  4        4       7       7      13
  5        7      14       6      12
  6        9      17       7      13
  7        4       8       5       9
  8        8      15       7      13
  9        5       9      10      18
 10        8      15       7      14
 11        0       0       0       0
************************************************************************
SCENARIOS:
------------------------------------------------------------------------
RESOURCE k = 1
s = 1: (0, 15, 60, 8, 7, 121, 155, 74, 29, 20, 113, 0)
s = 2: (0, 9, 51, 9, 8, 136, 105, 57, 31, 32, 123, 0)
s = 3: (0, 17, 76, 8, 8, 64, 121, 82, 41, 26, 60, 0)
s = 4: (0, 9, 47, 7, 7, 59, 119, 80, 52, 19, 112, 0)
s = 5: (0, 14, 80, 11, 10, 98, 134, 67, 29, 39, 59, 0)
s = 6: (0, 10, 48, 7, 10, 70, 226, 75, 61, 33, 141, 0)
s = 7: (0, 13, 67, 6, 7, 63, 184, 42, 34, 42, 128, 0)
s = 8: (0, 11, 59, 6, 11, 66, 97, 91, 48, 27, 161, 0)
s = 9: (0, 15, 56, 6, 12, 68, 107, 50, 34, 17, 144, 0)
s = 10: (0, 20, 67, 12, 7, 129, 94, 40, 40, 26, 101, 0)
s = 11: (0, 22, 54, 7, 5, 93, 174, 39, 42, 32, 129, 0)
s = 12: (0, 18, 62, 6, 6, 103, 173, 67, 57, 40, 69, 0)
s = 13: (0, 15, 37, 6, 9, 120, 97, 54, 38, 38, 91, 0)
s = 14: (0, 27, 72, 11, 8, 114, 154, 52, 42, 39, 106, 0)
s = 15: (0, 10, 61, 12, 5, 89, 133, 68, 66, 23, 105, 0)
s = 16: (0, 17, 65, 9, 5, 71, 161, 58, 50, 22, 168, 0)
s = 17: (0, 11, 56, 7, 7, 128, 156, 59, 51, 28, 95, 0)
s = 18: (0, 13, 37, 9, 9, 97, 201, 86, 44, 21, 63, 0)
s = 19: (0, 10, 76, 12, 8, 79, 234, 52, 45, 16, 81, 0)
s = 20: (0, 11, 69, 9, 8, 98, 91, 61, 64, 18, 102, 0)
s = 21: (0, 14, 56, 8, 9, 86, 159, 66, 41, 31, 106, 0)
s = 22: (0, 9, 84, 12, 8, 63, 98, 46, 51, 44, 137, 0)
s = 23: (0, 19, 58, 6, 6, 99, 130, 87, 33, 35, 129, 0)
s = 24: (0, 13, 45, 12, 7, 108, 199, 57, 51, 40, 126, 0)
s = 25: (0, 15, 66, 7, 5, 108, 107, 62, 56, 33, 115, 0)
s = 26: (0, 8, 75, 7, 14, 96, 75, 72, 48, 41, 116, 0)
s = 27: (0, 12, 54, 6, 7, 100, 128, 73, 38, 18, 163, 0)
s = 28: (0, 11, 55, 9, 15, 59, 129, 87, 39, 15, 159, 0)
s = 29: (0, 14, 49, 8, 9, 51, 190, 42, 54, 32, 62, 0)
s = 30: (0, 23, 77, 8, 8, 79, 150, 73, 54, 43, 121, 0)
s = 31: (0, 18, 53, 6, 5, 123, 150, 81, 54, 38, 96, 0)
s = 32: (0, 19, 36, 10, 8, 50, 179, 69, 56, 27, 123, 0)
s = 33: (0, 11, 61, 6, 7, 60, 163, 55, 51, 32, 126, 0)
s = 34: (0, 11, 45, 10, 5, 85, 120, 57, 28, 29, 85, 0)
s = 35: (0, 9, 45, 10, 10, 52, 156, 57, 72, 16, 142, 0)
s = 36: (0, 12, 88, 13, 8, 65, 106, 95, 31, 35, 73, 0)
s = 37: (0, 16, 78, 8, 5, 89, 107, 54, 36, 36, 84, 0)
s = 38: (0, 17, 50, 6, 7, 123, 169, 86, 43, 29, 123, 0)
s = 39: (0, 13, 69, 9, 8, 77, 133, 61, 37, 26, 77, 0)
s = 40: (0, 12, 51, 10, 5, 54, 113, 52, 53, 17, 138, 0)
s = 41: (0, 20, 55, 11, 8, 57, 104, 55, 52, 21, 121, 0)
s = 42: (0, 9, 57, 10, 7, 56, 221, 85, 34, 25, 161, 0)
s = 43: (0, 15, 84, 7, 12, 62, 116, 66, 41, 22, 72, 0)
s = 44: (0, 12, 97, 7, 11, 92, 158, 53, 50, 37, 64, 0)
s = 45: (0, 13, 39, 6, 6, 131, 127, 71, 45, 43, 102, 0)
s = 46: (0, 16, 57, 6, 5, 91, 108, 76, 40, 43, 63, 0)
s = 47: (0, 13, 62, 7, 11, 54, 155, 63, 43, 24, 82, 0)
s = 48: (0, 27, 65, 9, 9, 72, 126, 42, 41, 28, 109, 0)
s = 49: (0, 15, 70, 10, 8, 81, 140, 98, 45, 45, 126, 0)
s = 50: (0, 14, 48, 6, 9, 93, 112, 48, 57, 20, 87, 0)
s = 51: (0, 11, 65, 10, 9, 61, 87, 40, 39, 20, 112, 0)
s = 52: (0, 15, 74, 8, 5, 73, 142, 53, 57, 24, 78, 0)
s = 53: (0, 12, 68, 10, 11, 73, 149, 78, 52, 20, 104, 0)
s = 54: (0, 15, 34, 6, 6, 73, 179, 69, 53, 23, 123, 0)
s = 55: (0, 11, 48, 8, 6, 48, 131, 77, 29, 22, 115, 0)
s = 56: (0, 14, 35, 10, 13, 75, 148, 91, 59, 31, 134, 0)
s = 57: (0, 10, 38, 8, 10, 122, 124, 73, 44, 30, 123, 0)
s = 58: (0, 8, 39, 8, 8, 72, 119, 59, 40, 52, 70, 0)
s = 59: (0, 11, 76, 11, 10, 132, 160, 82, 58, 24, 65, 0)
s = 60: (0, 8, 45, 7, 10, 108, 205, 48, 34, 25, 106, 0)
s = 61: (0, 11, 37, 6, 7, 71, 199, 65, 62, 25, 167, 0)
s = 62: (0, 13, 59, 10, 9, 55, 243, 41, 45, 30, 75, 0)
s = 63: (0, 9, 46, 6, 6, 60, 141, 56, 38, 28, 114, 0)
s = 64: (0, 13, 91, 9, 6, 81, 157, 56, 38, 19, 134, 0)
s = 65: (0, 17, 44, 6, 9, 70, 134, 41, 47, 21, 89, 0)
s = 66: (0, 23, 44, 7, 12, 103, 149, 79, 50, 21, 116, 0)
s = 67: (0, 21, 58, 9, 7, 52, 150, 58, 57, 25, 114, 0)
s = 68: (0, 15, 95, 14, 8, 59, 130, 43, 48, 18, 106, 0)
s = 69: (0, 22, 84, 8, 11, 57, 75, 42, 49, 33, 82, 0)
s = 70: (0, 9, 36, 10, 9, 91, 131, 57, 63, 35, 152, 0)
s = 71: (0, 13, 73, 7, 5, 83, 94, 79, 31, 30, 95, 0)
s = 72: (0, 20, 54, 8, 6, 131, 107, 98, 39, 28, 187, 0)
s = 73: (0, 9, 60, 8, 11, 114, 96, 49, 64, 22, 127, 0)
s = 74: (0, 17, 55, 7, 6, 117, 166, 53, 48, 30, 109, 0)
s = 75: (0, 11, 31, 11, 9, 47, 151, 78, 35, 21, 149, 0)
s = 76: (0, 20, 62, 9, 5, 93, 125, 72, 33, 17, 107, 0)
s = 77: (0, 14, 71, 7, 6, 89, 96, 40, 60, 28, 76, 0)
s = 78: (0, 16, 38, 6, 10, 93, 81, 39, 35, 23, 145, 0)
s = 79: (0, 16, 54, 7, 7, 71, 104, 104, 30, 19, 121, 0)
s = 80: (0, 19, 58, 8, 6, 97, 148, 45, 32, 41, 143, 0)
s = 81: (0, 11, 49, 9, 10, 109, 143, 109, 31, 24, 93, 0)
s = 82: (0, 9, 55, 7, 8, 84, 99, 68, 42, 17, 91, 0)
s = 83: (0, 13, 37, 8, 6, 77, 90, 63, 62, 23, 104, 0)
s = 84: (0, 21, 60, 11, 6, 56, 179, 40, 30, 37, 167, 0)
s = 85: (0, 19, 67, 8, 5, 88, 100, 111, 58, 24, 87, 0)
s = 86: (0, 11, 42, 6, 7, 59, 159, 43, 25, 23, 80, 0)
s = 87: (0, 10, 62, 13, 8, 94, 122, 63, 33, 42, 72, 0)
s = 88: (0, 18, 38, 8, 6, 104, 86, 71, 58, 18, 68, 0)
s = 89: (0, 9, 42, 8, 5, 83, 111, 57, 47, 43, 120, 0)
s = 90: (0, 10, 48, 8, 9, 81, 219, 58, 38, 21, 77, 0)
s = 91: (0, 18, 61, 9, 8, 66, 114, 47, 43, 26, 129, 0)
s = 92: (0, 16, 50, 8, 11, 117, 162, 68, 61, 27, 162, 0)
s = 93: (0, 11, 59, 6, 11, 59, 106, 74, 30, 38, 74, 0)
s = 94: (0, 9, 33, 10, 10, 53, 109, 48, 35, 22, 87, 0)
s = 95: (0, 11, 42, 6, 6, 65, 160, 54, 27, 25, 76, 0)
s = 96: (0, 14, 66, 7, 6, 143, 116, 56, 67, 40, 88, 0)
s = 97: (0, 10, 95, 8, 5, 44, 80, 55, 41, 44, 79, 0)
s = 98: (0, 10, 67, 10, 12, 75, 188, 72, 49, 31, 80, 0)
s = 99: (0, 10, 33, 8, 9, 116, 125, 70, 58, 24, 111, 0)
s = 100: (0, 16, 60, 12, 8, 61, 137, 53, 56, 25, 113, 0)
s = 101: (0, 9, 34, 9, 7, 76, 92, 49, 48, 19, 138, 0)
s = 102: (0, 16, 55, 10, 6, 112, 148, 74, 26, 22, 61, 0)
s = 103: (0, 12, 59, 7, 8, 49, 213, 63, 40, 23, 111, 0)
s = 104: (0, 14, 60, 10, 8, 108, 70, 74, 48, 27, 81, 0)
s = 105: (0, 12, 44, 11, 6, 97, 108, 87, 44, 37, 78, 0)
s = 106: (0, 16, 59, 7, 10, 64, 215, 44, 74, 23, 124, 0)
s = 107: (0, 14, 58, 5, 10, 73, 115, 64, 44, 37, 174, 0)
s = 108: (0, 11, 58, 11, 5, 67, 142, 79, 26, 53, 72, 0)
s = 109: (0, 18, 48, 5, 6, 107, 154, 85, 39, 21, 82, 0)
s = 110: (0, 13, 40, 11, 6, 76, 128, 45, 38, 20, 134, 0)
s = 111: (0, 14, 64, 5, 11, 81, 126, 90, 57, 27, 108, 0)
s = 112: (0, 13, 39, 9, 8, 105, 148, 56, 35, 19, 91, 0)
s = 113: (0, 14, 55, 12, 9, 75, 121, 83, 31, 23, 71, 0)
s = 114: (0, 19, 42, 9, 9, 70, 177, 39, 31, 24, 105, 0)
s = 115: (0, 22, 78, 9, 6, 97, 228, 44, 30, 26, 85, 0)
s = 116: (0, 14, 39, 10, 9, 83, 83, 74, 30, 33, 121, 0)
s = 117: (0, 10, 34, 6, 9, 95, 164, 70, 46, 21, 137, 0)
s = 118: (0, 10, 84, 10, 8, 98, 113, 86, 56, 36, 116, 0)
s = 119: (0, 16, 53, 8, 8, 72, 90, 44, 51, 24, 142, 0)
s = 120: (0, 19, 74, 6, 7, 108, 137, 50, 39, 26, 125, 0)
s = 121: (0, 12, 54, 6, 5, 49, 209, 61, 67, 28, 77, 0)
s = 122: (0, 9, 87, 12, 8, 52, 137, 47, 37, 26, 115, 0)
s = 123: (0, 12, 78, 7, 7, 98, 166, 78, 38, 41, 83, 0)
s = 124: (0, 16, 63, 6, 6, 65, 204, 78, 34, 26, 124, 0)
s = 125: (0, 19, 71, 12, 8, 110, 75, 62, 37, 29, 77, 0)
s = 126: (0, 17, 51, 7, 5, 73, 158, 68, 48, 49, 112, 0)
s = 127: (0, 13, 43, 6, 5, 134, 94, 73, 39, 35, 69, 0)
s = 128: (0, 16, 42, 12, 8, 123, 140, 72, 51, 42, 88, 0)
s = 129: (0, 15, 41, 9, 7, 119, 82, 47, 39, 32, 158, 0)
s = 130: (0, 11, 42, 9, 8, 78, 141, 57, 57, 21, 101, 0)
s = 131: (0, 12, 53, 10, 9, 140, 93, 56, 64, 37, 113, 0)
s = 132: (0, 10, 46, 7, 8, 99, 101, 86, 56, 30, 105, 0)
s = 133: (0, 18, 56, 15, 5, 103, 124, 47, 35, 21, 129, 0)
s = 134: (0, 21, 74, 10, 7, 100, 108, 67, 47, 34, 104, 0)
s = 135: (0, 17, 39, 7, 9, 53, 203, 45, 49, 23, 78, 0)
s = 136: (0, 13, 50, 8, 10, 117, 126, 82, 40, 22, 79, 0)
s = 137: (0, 13, 47, 8, 6, 54, 119, 67, 67, 19, 110, 0)
s = 138: (0, 19, 96, 10, 8, 55, 81, 96, 51, 28, 96, 0)
s = 139: (0, 13, 51, 10, 7, 62, 132, 39, 62, 18, 67, 0)
s = 140: (0, 22, 30, 8, 9, 113, 87, 80, 52, 16, 77, 0)
s = 141: (0, 11, 31, 7, 7, 70, 168, 66, 36, 26, 110, 0)
s = 142: (0, 16, 63, 10, 6, 54, 147, 38, 51, 18, 136, 0)
s = 143: (0, 14, 45, 7, 6, 142, 127, 120, 56, 32, 166, 0)
s = 144: (0, 14, 41, 10, 10, 87, 167, 48, 34, 39, 119, 0)
s = 145: (0, 20, 49, 7, 5, 107, 126, 57, 33, 30, 68, 0)
s = 146: (0, 13, 79, 8, 7, 84, 95, 50, 68, 31, 120, 0)
s = 147: (0, 11, 38, 5, 9, 74, 142, 50, 32, 20, 112, 0)
s = 148: (0, 13, 40, 8, 8, 103, 150, 100, 28, 33, 92, 0)
s = 149: (0, 13, 48, 12, 8, 89, 174, 66, 30, 28, 113, 0)
s = 150: (0, 14, 54, 10, 9, 72, 155, 76, 52, 20, 157, 0)
s = 151: (0, 9, 41, 6, 6, 76, 102, 105, 44, 19, 113, 0)
s = 152: (0, 22, 73, 7, 8, 85, 89, 42, 78, 27, 142, 0)
