************************************************************************
file with basedata            : mm46_.bas
initial value random generator: 1124971976
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  12
horizon                       :  73
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     10      0       15        3       15
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   0        1          3           1   2   3
   1        3          1           4
   2        3          2           4   5
   3        3          1           9
   4        3          2           8  10
   5        3          3           6   7  10
   6        3          2           8   9
   7        3          1           9
   8        3          1          11
   9        3          1          11
  10        3          1          11
  11        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  R 3  R 4  E(W 1)  E(W 2)
------------------------------------------------------------------------
  0      1     0       0    0    0    0     0       0
  1      1     1       8    6    8    6    14      14
  2      1     5       4   10    8    5    70      65
  3      1     2       7   10    3    4    34      14
  4      1     1       7   10    8    6    17      14
  5      1     1       8    5    8    4    13      12
  6      1     2       3    7    9    6    20      30
  7      1     8       6    8    7    3    112      80
  8      1     1       8    3    4   10    11      14
  9      1     1       8   10    7    9    18      16
 10      1     4       4    3    5    7    28      48
 11      1     0       0    0    0    0     0       0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2
   33   109
************************************************************************
RESOURCE LIMITS:
jobnr.  l(R 1)  u(R 1)  l(R 2)  u(R 2)
------------------------------------------------------------------------
  0        0       0       0       0
  1        7      14       7      14
  2        7      14       7      13
  3        9      17       4       7
  4        9      17       7      14
  5        7      13       6      12
  6        6      10       8      15
  7        7      14       6      10
  8        6      11       7      14
  9        9      18       9      16
 10        4       7       7      12
 11        0       0       0       0
************************************************************************
SCENARIOS:
------------------------------------------------------------------------
RESOURCE k = 1
s = 1: (0, 16, 90, 50, 16, 11, 21, 140, 8, 16, 31, 0)
s = 2: (0, 16, 53, 54, 21, 11, 17, 105, 15, 22, 39, 0)
s = 3: (0, 11, 87, 29, 13, 10, 31, 133, 7, 18, 33, 0)
s = 4: (0, 14, 82, 31, 20, 13, 15, 75, 10, 14, 42, 0)
s = 5: (0, 13, 63, 48, 20, 9, 28, 96, 9, 17, 30, 0)
s = 6: (0, 14, 105, 24, 13, 13, 12, 112, 7, 21, 36, 0)
s = 7: (0, 17, 77, 24, 23, 22, 11, 74, 12, 20, 32, 0)
s = 8: (0, 22, 81, 53, 14, 20, 24, 80, 10, 20, 21, 0)
s = 9: (0, 21, 100, 39, 28, 11, 20, 94, 10, 15, 26, 0)
s = 10: (0, 15, 73, 60, 11, 17, 26, 128, 13, 17, 20, 0)
s = 11: (0, 10, 53, 46, 19, 14, 14, 93, 10, 21, 23, 0)
s = 12: (0, 10, 73, 32, 20, 16, 15, 139, 14, 19, 36, 0)
s = 13: (0, 13, 41, 39, 16, 13, 20, 165, 13, 14, 30, 0)
s = 14: (0, 13, 58, 33, 21, 11, 27, 110, 11, 19, 34, 0)
s = 15: (0, 15, 48, 31, 28, 10, 20, 108, 10, 13, 28, 0)
s = 16: (0, 14, 59, 42, 25, 12, 26, 63, 12, 22, 38, 0)
s = 17: (0, 11, 75, 29, 13, 12, 18, 130, 7, 15, 29, 0)
s = 18: (0, 11, 84, 28, 17, 16, 16, 175, 14, 10, 34, 0)
s = 19: (0, 12, 46, 28, 17, 12, 13, 157, 13, 20, 22, 0)
s = 20: (0, 16, 72, 37, 12, 13, 20, 128, 10, 17, 19, 0)
s = 21: (0, 17, 37, 44, 14, 10, 13, 70, 10, 17, 26, 0)
s = 22: (0, 16, 92, 34, 15, 17, 12, 98, 11, 14, 31, 0)
s = 23: (0, 21, 73, 37, 17, 11, 23, 173, 7, 14, 45, 0)
s = 24: (0, 12, 72, 36, 21, 12, 24, 168, 16, 11, 44, 0)
s = 25: (0, 15, 76, 29, 22, 10, 32, 116, 11, 21, 27, 0)
s = 26: (0, 14, 78, 40, 14, 9, 27, 114, 11, 24, 34, 0)
s = 27: (0, 13, 88, 42, 17, 14, 20, 110, 7, 14, 38, 0)
s = 28: (0, 15, 76, 38, 16, 11, 24, 110, 13, 18, 17, 0)
s = 29: (0, 17, 50, 30, 12, 13, 14, 116, 10, 16, 32, 0)
s = 30: (0, 14, 60, 40, 21, 8, 28, 87, 10, 19, 35, 0)
s = 31: (0, 12, 56, 26, 17, 11, 20, 105, 12, 16, 28, 0)
s = 32: (0, 16, 99, 26, 18, 13, 18, 89, 11, 13, 26, 0)
s = 33: (0, 16, 90, 37, 13, 10, 23, 82, 8, 18, 22, 0)
s = 34: (0, 9, 84, 23, 12, 18, 23, 168, 19, 13, 28, 0)
s = 35: (0, 10, 90, 21, 12, 16, 23, 73, 13, 15, 40, 0)
s = 36: (0, 13, 65, 41, 15, 10, 20, 100, 11, 23, 20, 0)
s = 37: (0, 15, 94, 25, 17, 14, 17, 187, 11, 21, 25, 0)
s = 38: (0, 15, 66, 34, 18, 9, 19, 84, 9, 13, 16, 0)
s = 39: (0, 14, 101, 27, 15, 10, 12, 63, 12, 25, 16, 0)
s = 40: (0, 11, 59, 28, 13, 11, 21, 153, 9, 27, 27, 0)
s = 41: (0, 11, 94, 25, 18, 9, 33, 101, 8, 16, 18, 0)
s = 42: (0, 15, 85, 37, 12, 18, 20, 80, 9, 12, 16, 0)
s = 43: (0, 16, 81, 26, 19, 11, 17, 119, 13, 15, 33, 0)
s = 44: (0, 14, 49, 26, 24, 15, 23, 159, 8, 23, 27, 0)
s = 45: (0, 14, 83, 32, 15, 8, 18, 92, 12, 16, 21, 0)
s = 46: (0, 13, 44, 25, 15, 18, 29, 176, 7, 13, 23, 0)
s = 47: (0, 13, 86, 49, 18, 9, 13, 64, 14, 29, 39, 0)
s = 48: (0, 26, 57, 23, 16, 15, 15, 105, 13, 19, 26, 0)
s = 49: (0, 10, 94, 19, 21, 12, 17, 110, 16, 14, 25, 0)
s = 50: (0, 12, 63, 50, 24, 19, 16, 96, 11, 17, 33, 0)
s = 51: (0, 25, 55, 23, 18, 24, 22, 231, 9, 15, 29, 0)
s = 52: (0, 15, 68, 41, 10, 9, 12, 153, 17, 15, 19, 0)
s = 53: (0, 9, 93, 26, 16, 13, 21, 118, 8, 26, 22, 0)
s = 54: (0, 14, 82, 42, 18, 10, 28, 174, 11, 17, 15, 0)
s = 55: (0, 23, 85, 36, 17, 15, 13, 126, 11, 20, 32, 0)
s = 56: (0, 14, 84, 28, 22, 13, 14, 79, 8, 15, 22, 0)
s = 57: (0, 12, 101, 29, 19, 13, 25, 82, 7, 17, 46, 0)
s = 58: (0, 10, 79, 42, 15, 17, 18, 121, 10, 25, 20, 0)
s = 59: (0, 10, 65, 28, 17, 13, 26, 172, 8, 18, 24, 0)
s = 60: (0, 16, 77, 49, 24, 19, 24, 140, 15, 22, 22, 0)
s = 61: (0, 18, 53, 54, 16, 17, 22, 80, 14, 22, 39, 0)
s = 62: (0, 10, 78, 23, 14, 16, 23, 103, 19, 20, 29, 0)
s = 63: (0, 17, 96, 21, 18, 15, 13, 95, 13, 22, 30, 0)
s = 64: (0, 10, 87, 30, 20, 12, 34, 117, 12, 13, 24, 0)
s = 65: (0, 14, 64, 40, 22, 15, 19, 145, 8, 19, 24, 0)
s = 66: (0, 10, 49, 30, 19, 15, 16, 73, 10, 18, 32, 0)
s = 67: (0, 20, 73, 48, 22, 12, 14, 106, 13, 15, 23, 0)
s = 68: (0, 11, 72, 27, 17, 20, 24, 123, 11, 15, 17, 0)
s = 69: (0, 13, 65, 31, 23, 13, 23, 86, 14, 20, 29, 0)
s = 70: (0, 17, 50, 58, 25, 13, 12, 170, 8, 16, 17, 0)
s = 71: (0, 22, 73, 30, 16, 12, 25, 71, 9, 11, 17, 0)
s = 72: (0, 15, 53, 31, 22, 7, 37, 62, 7, 16, 37, 0)
s = 73: (0, 11, 48, 30, 24, 11, 16, 119, 13, 13, 31, 0)
s = 74: (0, 15, 57, 40, 18, 22, 16, 75, 15, 15, 16, 0)
s = 75: (0, 11, 46, 37, 18, 19, 21, 71, 13, 15, 26, 0)
s = 76: (0, 13, 87, 36, 23, 13, 36, 154, 14, 11, 32, 0)
s = 77: (0, 10, 90, 39, 18, 14, 17, 117, 12, 18, 18, 0)
s = 78: (0, 20, 76, 27, 14, 15, 16, 117, 12, 14, 17, 0)
s = 79: (0, 16, 60, 36, 15, 17, 20, 116, 10, 13, 40, 0)
