************************************************************************
file with basedata            : mm56_.bas
initial value random generator: 546542919
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  12
horizon                       :  87
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     10      0       13        4       13
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   0        1          3           1   2   3
   1        3          3           4   8   9
   2        3          1           6
   3        3          3           5   7  10
   4        3          1          10
   5        3          2           6   8
   6        3          1           9
   7        3          1           9
   8        3          1          11
   9        3          1          11
  10        3          1          11
  11        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  R 3  R 4  E(W 1)  E(W 2)
------------------------------------------------------------------------
  0      1     0       0    0    0    0     0       0
  1      1     6       7    7   10    9    84      114
  2      1     2       7    9    8    2    32      20
  3      1     2      10    7    7    6    34      26
  4      1     2       6    4    5    6    20      22
  5      1     3       9    1   10    8    33      54
  6      1     3       3    8    4    7    33      33
  7      1     3       3    8    3    6    33      27
  8      1     1       4    6    9    8    10      17
  9      1     5       4    8   10    9    60      95
 10      1     1       9    8    6    6    17      12
 11      1     0       0    0    0    0     0       0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2
   38   140
************************************************************************
RESOURCE LIMITS:
jobnr.  l(R 1)  u(R 1)  l(R 2)  u(R 2)
------------------------------------------------------------------------
  0        0       0       0       0
  1        8      14      10      19
  2        9      16       5      10
  3        9      17       7      13
  4        5      10       6      11
  5        6      11       9      18
  6        6      11       6      11
  7        6      11       5       9
  8        5      10       9      17
  9        6      12      10      19
 10        9      17       6      12
 11        0       0       0       0
************************************************************************
SCENARIOS:
------------------------------------------------------------------------
RESOURCE k = 1
s = 1: (0, 75, 36, 24, 13, 37, 23, 38, 7, 42, 13, 0)
s = 2: (0, 51, 33, 24, 22, 28, 24, 45, 11, 56, 15, 0)
s = 3: (0, 113, 37, 38, 14, 29, 31, 41, 11, 47, 18, 0)
s = 4: (0, 136, 25, 40, 15, 28, 37, 30, 11, 54, 18, 0)
s = 5: (0, 93, 42, 29, 26, 20, 32, 59, 17, 42, 23, 0)
s = 6: (0, 43, 26, 66, 24, 26, 33, 30, 6, 93, 14, 0)
s = 7: (0, 109, 20, 26, 18, 39, 43, 30, 11, 85, 15, 0)
s = 8: (0, 76, 28, 22, 30, 26, 28, 44, 8, 34, 15, 0)
s = 9: (0, 100, 44, 40, 11, 29, 22, 39, 12, 61, 12, 0)
s = 10: (0, 70, 43, 28, 26, 34, 36, 41, 12, 36, 22, 0)
s = 11: (0, 98, 52, 37, 36, 42, 37, 57, 14, 44, 14, 0)
s = 12: (0, 63, 23, 19, 38, 22, 26, 52, 9, 38, 23, 0)
s = 13: (0, 98, 46, 42, 19, 43, 25, 34, 8, 76, 14, 0)
s = 14: (0, 104, 48, 45, 18, 35, 39, 45, 11, 45, 18, 0)
s = 15: (0, 54, 43, 41, 24, 27, 52, 48, 9, 62, 11, 0)
s = 16: (0, 79, 40, 43, 34, 33, 40, 44, 14, 54, 16, 0)
s = 17: (0, 112, 25, 36, 26, 25, 35, 33, 13, 73, 19, 0)
s = 18: (0, 93, 21, 29, 17, 46, 25, 37, 8, 72, 27, 0)
s = 19: (0, 83, 23, 23, 14, 32, 45, 24, 6, 57, 24, 0)
s = 20: (0, 99, 18, 27, 17, 33, 26, 25, 9, 41, 12, 0)
s = 21: (0, 99, 17, 46, 21, 27, 28, 31, 7, 79, 14, 0)
s = 22: (0, 70, 38, 31, 23, 31, 37, 24, 11, 104, 19, 0)
