************************************************************************
file with basedata            : mm42_.bas
initial value random generator: 482803500
************************************************************************
projects                      :  1
jobs (incl. supersource/sink ):  12
horizon                       :  80
RESOURCES
  - renewable                 :  2   R
  - nonrenewable              :  2   N
  - doubly constrained        :  0   D
************************************************************************
PROJECT INFORMATION:
pronr.  #jobs rel.date duedate tardcost  MPM-Time
    1     10      0       10        1       10
************************************************************************
PRECEDENCE RELATIONS:
jobnr.    #modes  #successors   successors
   0        1          3           1   2   3
   1        3          2           5   6
   2        3          3           4   6   7
   3        3          2           6  10
   4        3          1          10
   5        3          2           7   9
   6        3          1           8
   7        3          1           8
   8        3          1          11
   9        3          1          11
  10        3          1          11
  11        1          0        
************************************************************************
REQUESTS/DURATIONS:
jobnr. mode duration  R 1  R 2  R 3  R 4  E(W 1)  E(W 2)
------------------------------------------------------------------------
  0      1     0       0    0    0    0     0       0
  1      1     3       8   10    4    0    54      12
  2      1     4       6    4    0    6    40      24
  3      1     3       2    6    7    0    24      21
  4      1     3       9    8    8    0    51      24
  5      1     1       8    4    0    6    12       6
  6      1     2      10    9    9    0    38      18
  7      1     3       8    6   10    0    42      30
  8      1     1      10    7    0    6    17       6
  9      1     2       9    6    3    0    30       6
 10      1     3       8    8    8    0    48      24
 11      1     0       0    0    0    0     0       0
************************************************************************
RESOURCEAVAILABILITIES:
  R 1  R 2
   42   58
************************************************************************
RESOURCE LIMITS:
jobnr.  l(R 1)  u(R 1)  l(R 2)  u(R 2)
------------------------------------------------------------------------
  0        0       0       0       0
  1        9      18       2       4
  2        5      10       3       6
  3        4       8       4       7
  4        9      17       4       8
  5        6      12       3       6
  6       10      19       5       9
  7        7      14       5      10
  8        9      17       3       6
  9        8      15       2       3
 10        8      16       4       8
 11        0       0       0       0
************************************************************************
SCENARIOS:
------------------------------------------------------------------------
RESOURCE k = 1
s = 1: (0, 73, 21, 22, 53, 15, 30, 61, 18, 30, 43, 0)
s = 2: (0, 71, 24, 17, 57, 12, 37, 43, 12, 35, 47, 0)
s = 3: (0, 78, 44, 25, 46, 11, 56, 48, 12, 33, 42, 0)
s = 4: (0, 76, 37, 16, 50, 10, 43, 43, 19, 29, 51, 0)
s = 5: (0, 52, 40, 34, 56, 15, 26, 32, 26, 20, 70, 0)
s = 6: (0, 45, 53, 15, 63, 15, 58, 61, 12, 34, 55, 0)
s = 7: (0, 53, 45, 25, 59, 10, 46, 30, 20, 20, 74, 0)
s = 8: (0, 49, 49, 23, 49, 10, 29, 33, 11, 48, 40, 0)
s = 9: (0, 34, 35, 24, 54, 9, 38, 26, 18, 17, 33, 0)
s = 10: (0, 51, 40, 29, 40, 12, 42, 49, 16, 34, 53, 0)
s = 11: (0, 46, 66, 15, 43, 16, 33, 33, 21, 30, 50, 0)
s = 12: (0, 33, 43, 27, 63, 10, 72, 42, 22, 43, 32, 0)
s = 13: (0, 45, 44, 21, 33, 9, 32, 39, 19, 30, 58, 0)
s = 14: (0, 78, 47, 25, 53, 14, 25, 60, 16, 24, 41, 0)
s = 15: (0, 77, 52, 30, 45, 10, 28, 63, 15, 35, 60, 0)
s = 16: (0, 101, 51, 26, 36, 8, 22, 66, 24, 27, 39, 0)
s = 17: (0, 57, 40, 42, 72, 10, 58, 39, 19, 42, 39, 0)
s = 18: (0, 86, 54, 36, 38, 15, 31, 51, 14, 35, 48, 0)
s = 19: (0, 89, 44, 17, 54, 12, 48, 49, 13, 25, 29, 0)
s = 20: (0, 47, 47, 21, 52, 15, 33, 41, 13, 30, 43, 0)
s = 21: (0, 39, 27, 20, 35, 11, 29, 56, 12, 28, 35, 0)
s = 22: (0, 57, 47, 34, 42, 17, 42, 29, 18, 34, 53, 0)
s = 23: (0, 55, 32, 29, 71, 12, 53, 33, 28, 22, 56, 0)
s = 24: (0, 71, 41, 26, 67, 11, 65, 48, 12, 24, 82, 0)
s = 25: (0, 57, 27, 17, 42, 13, 24, 30, 13, 30, 58, 0)
s = 26: (0, 38, 57, 30, 33, 16, 30, 42, 18, 32, 30, 0)
s = 27: (0, 68, 46, 24, 50, 9, 22, 47, 19, 34, 42, 0)
s = 28: (0, 92, 21, 32, 58, 15, 33, 48, 19, 33, 34, 0)
s = 29: (0, 44, 25, 21, 75, 13, 37, 28, 15, 40, 76, 0)
s = 30: (0, 61, 50, 43, 58, 10, 29, 66, 21, 37, 59, 0)
s = 31: (0, 47, 46, 25, 39, 10, 25, 41, 19, 24, 57, 0)
s = 32: (0, 52, 67, 32, 34, 8, 37, 42, 19, 24, 39, 0)
s = 33: (0, 45, 32, 25, 52, 8, 24, 37, 23, 26, 40, 0)
s = 34: (0, 56, 66, 17, 53, 9, 29, 56, 16, 37, 57, 0)
s = 35: (0, 55, 32, 29, 53, 15, 39, 24, 13, 37, 56, 0)
s = 36: (0, 62, 35, 22, 54, 8, 52, 75, 24, 24, 58, 0)
s = 37: (0, 31, 38, 21, 32, 11, 47, 37, 17, 24, 35, 0)
s = 38: (0, 51, 25, 20, 28, 9, 40, 44, 21, 30, 43, 0)
s = 39: (0, 67, 46, 17, 64, 14, 66, 35, 17, 28, 56, 0)
s = 40: (0, 60, 57, 30, 36, 9, 39, 52, 27, 26, 77, 0)
s = 41: (0, 58, 43, 23, 82, 11, 60, 26, 13, 49, 27, 0)
s = 42: (0, 36, 35, 20, 60, 14, 33, 60, 10, 30, 34, 0)
s = 43: (0, 47, 24, 18, 55, 10, 24, 40, 16, 31, 57, 0)
s = 44: (0, 69, 24, 35, 63, 18, 34, 49, 14, 28, 80, 0)
s = 45: (0, 59, 69, 21, 53, 11, 46, 46, 22, 30, 53, 0)
s = 46: (0, 89, 58, 26, 66, 17, 34, 27, 14, 20, 72, 0)
s = 47: (0, 60, 43, 26, 56, 13, 38, 43, 17, 33, 32, 0)
s = 48: (0, 53, 31, 18, 65, 11, 51, 31, 14, 20, 41, 0)
